sample	amp_chr_1p_NOTCH2	amp_chr_1q_CKS1B	amp_chr_2p	amp_chr_2q	amp_chr_3p	amp_chr_3q	amp_chr_4p	amp_chr_4q	amp_chr_5p	amp_chr_5q	amp_chr_6p	amp_chr_6q	amp_chr_7p	amp_chr_7q	amp_chr_8p	amp_chr_8q_MYC	amp_chr_8q_MYC_enhancer	amp_chr_9p	amp_chr_9q	amp_chr_10p	amp_chr_10q	amp_chr_11p	amp_chr_11q_CCND1	amp_chr_12p	amp_chr_12q	amp_chr_13q	amp_chr_14q	amp_chr_15q	amp_chr_16p	amp_chr_16q	amp_chr_17p	amp_chr_17q	amp_chr_18p	amp_chr_18q	amp_chr_19p	amp_chr_19q	amp_chr_20p	amp_chr_20q	amp_chr_21q	amp_chr_22q	del_chr_1p_CDKN2C	del_chr_1p_EVI5	del_chr_1p_TENT5C	del_chr_1q	del_chr_2p	del_chr_2q	del_chr_3p	del_chr_3q	del_chr_4p	del_chr_4q	del_chr_5p	del_chr_5q	del_chr_6p	del_chr_6q	del_chr_7p	del_chr_7q	del_chr_8p	del_chr_8q	del_chr_9p	del_chr_9q	del_chr_10p	del_chr_10q_NFKB2	del_chr_11p	del_chr_11q_BIRC2	del_chr_12p	del_chr_12q	del_chr_13q_RB1	del_chr_14q_MAX	del_chr_14q_TRAF3	del_chr_15q	del_chr_16p	del_chr_16q_CYLD	del_chr_17p_TP53	del_chr_17q	del_chr_18p	del_chr_18q	del_chr_19p	del_chr_19q	del_chr_20p	del_chr_20q	del_chr_21q	del_chr_22q
MMRF_1621_1_BM_CD138pos_pair	0	0	0	0	0.015	1	0	0	1	1	0.012	0.012	0.987	0.987	0	0.998	0.024	0.957	0.939	0	0	0.926	0.916	0	0.033	0.072	0.015	1	0	0.077	0	0	0	0	0.99	0	0.031	0	0	0.033	0	0	0	0	0.808	0.009	0	0	0.018	1	0	0	0	0	0	0	1	0	0	0	0.006	0.016	0	0	0.019	0	0	0	0	0	1	0	1	0.118	0.02	0.02	0	0.101	0	0.006	0.028	0
MMRF_1622_1_BM_CD138pos_pair	0.008	0.011	0	0	1	0.993	0	0	1	1	0	0	0	0	0	0.025	0.889	1	1	0	0	0.933	0.947	0.014	0.01	0.039	0.053	1	0	0.01	0	0	0.033	0.034	0.889	0.889	0.004	0	1	0	0	0	0	0.664	0.02	0.017	0	0	0.029	0.008	0	0	0.027	0.027	0.068	1	1	0	0	0	0.027	0.012	0	0	0	0	0	0	0	0	0.04	0	0.091	0.154	0	0	0	0	0	0.023	0	0.026
MMRF_1624_1_BM_CD138pos_pair	0.071	0.826	0	0	0.231	0.976	0	0	0.979	0.986	0.985	0	0.668	0.728	0	0.014	0.014	0.832	0.504	0	0	0.793	0.799	0.024	0.047	0	0.905	0.835	0	0.047	0	0.712	0.019	0.922	1	0.707	0.035	0	0	0	0.021	0	0	0	0.007	0.006	0	0	1	0.609	0	0	0	0.968	0	0	0.385	0	0	0	0.009	0.004	0	0	0	0	0.927	0	0	0	0.047	0	0.062	0	0	0	0	0	0	0.98	0.03	0.006
MMRF_1625_1_BM_CD138pos_pair	0.015	1	0	0	1	1	0	0	0	0	0.003	0.003	0	0	0.012	0.003	0.003	0.99	0.99	0	0	0	0	0	0	0.034	0.944	0	0	0	0.946	0.936	0	0	0.904	0.904	0	0	0.154	0	0	0	0	0	0.004	0.004	0	0	0.006	0.006	0.005	0.005	0	0	0.043	0.042	0	0.002	0	0	0.016	0.01	0.026	0.02	0.018	0.006	0	0	0	0.055	0.018	0	0	0	0.002	0.002	0	0	0.046	0.095	0	0.025
MMRF_1627_1_BM_CD138pos_pair	0.083	1	0.039	0	0	0.002	0	0	0	0	0	0	0	0	0.014	0.03	0.03	0.02	0.908	0	0	0.015	0	0.012	0.012	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0.892	0	0	0	0.013	0.004	0	0.028	0.313	0.002	0.004	0.016	0.925	0.04	0.033	0	0	0	0	0.01	0	0	0.017	0	0	0.929	0.834	0	0.034	0.003	0	0.011	0.025	0.551	0.03	0.074	0.05	0.014	0.014	0.02	0.182
MMRF_1628_1_BM_CD138pos_pair	0.018	0.009	0	0	0.006	0	0.002	0.034	1	0.763	0.134	0	0.094	0.122	0.038	0.039	0.039	0.972	0.938	0.002	0.002	1	0.973	0	0	0	0.059	1	0	0	0	0	0.013	0	0.88	0.88	0.015	0	0.009	0	0.122	1	0	0.126	0.001	1	0	0.035	0	0	0	0	0	0.102	0	0	0	0	0	0	0	0	0	1	0.04	0.001	1	0.423	0	0	0.048	0.047	0.851	0.134	0	0.004	0	0	0	0.065	0	0.04
MMRF_1629_1_BM_CD138pos_pair	0	0	0	0	1	0.98	0	0	0.003	0	0	0.013	0.952	0.954	0.018	0.02	0.02	0.265	0	0.001	0.001	0	0	0	0.024	0	0	0.951	0.005	0.005	0	0	0	0	0.918	0.918	0.014	0.014	0	0.003	0.084	0.084	0.084	0.028	0.002	0.003	0	0	0.006	0.006	0	0.004	0.001	0	0	0	0	0	0	0.079	0	0	0.06	0.058	1	0	0.278	0.976	0	0	0	0	0.072	0.074	0.028	0.028	0	0	0	0	0.012	0
MMRF_1630_1_BM_CD138pos_pair	0.017	1	0	0	0.983	0.968	0	0	0	0	0	0	0	0	0.007	0.01	0.01	0	0	0	0	0	0.002	0.017	0.021	0	0.041	0	0	0.78	0	0	0.008	0	0.916	0.93	0.033	0.012	0	0.062	0	0.961	0	0	0.001	0.007	0	0	0.034	0.01	0.002	0.001	0.008	0.656	0.023	0.016	0	0	0.012	0.012	0.002	0	0.001	0	0	0	0	0	0	0.021	0.004	0	0	0.042	0	0.003	0	0	0	0	0.012	0
MMRF_1633_1_BM_CD138pos_pair	0.002	0.002	0.002	0.003	0	0	0	0	1	1	0.472	0	0.971	0.974	0	0.35	0.35	1	1	0	0.002	0.943	0.941	0.024	0.04	0.08	0.046	1	0.013	0.037	0	0	0	0	0.848	0.895	0.021	0.004	0	0	0.986	0.981	0.991	0.005	0	0	0.02	0.076	0.012	0	0	0	0	0.339	0	0	0.563	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.124	0.158	0.006	0.006	0	0	0	0	0.018	0.001
MMRF_1634_1_BM_CD138pos_pair	0.039	0.862	0.006	0	0.004	0.007	0	0.015	0.031	0.031	0.137	0.137	0	0	0.127	0.121	0.121	0	0	0	0.006	0	0.005	0.019	0	0	0	0	0	1	0	0	0.007	0.007	0	0	0.17	0.14	0.005	0.003	0	0.983	0	0	0	0.022	0	0	0.987	0	0	0	0	0	0.01	0.015	0	0	0.026	0.024	0.835	0	0.013	0	0	0.843	0.978	0.853	0	0.009	0.014	0	0.038	0.032	0	0	0.067	0.067	0	0	0	0
MMRF_1637_1_BM_CD138pos_pair	0.043	0.116	0	0	0.005	0.002	0	0	0	0.002	0.004	0.004	0.062	0	0	0	0	0.031	0	0.024	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0.825	0	0	0	0	0	0	0.982	0	0	0.158	1	0	0	0.398	0.399	0.025	0	0	0	0	0.002	0.015	0.015	0	1	0	0.12	0	0.254	0.048	0.068	0.466	0.958	0	0.01	0.131	0.044	0.45	0.017	0.008	0.008	0	0.037	0.361	0.37	0.019	0.988
MMRF_1639_1_BM_CD138pos_pair	0.02	1	0	0	0.97	1	0.012	0.002	1	1	1	0.909	0.992	0.995	0.153	0.131	0.131	1	1	0.011	0.011	0	0	0.053	0.053	0	0.1	0.987	0	0	0.815	0.879	0.45	0.45	0.803	0.872	0.057	0.057	0	0.032	0	0	0	0	0.002	0.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0.06	0.082	0	0	1	0	0	0	0.02	0.043	0	0	0	0	0	0	0	0	0.014	0
MMRF_1640_1_BM_CD138pos_pair	0.853	0.853	0.661	0.048	0.925	0.925	0.037	0.655	0.991	0.992	0.023	0.023	1	1	0.02	0	0	0.881	0.764	0.982	0.996	0.853	0.821	0.063	0.063	0	0.136	1	0	0.004	0	0	0.984	0.977	1	1	0.082	0.029	1	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.944	0	0	0	0.02	0.029	0.078	0.168	0	0	0	0	0	0	0	0
MMRF_1641_1_BM_CD138pos_pair	0.039	0.039	0.8	0	1	0.908	0	0.056	0.954	0.781	0.025	0	0.048	0	0.742	1	1	0.859	1	0	0	1	1	0	0	0	0.053	1	1	0	0	0	0	1	0.815	0.815	0.009	0.445	0.754	0	0	0	0	0	0	0.001	0	0	0.028	0	0	0	0	0.808	0	0.076	0	0	0	0	0.011	0	0	0	0.002	0.002	0.435	0	0	0	0	0	1	0.265	0.057	0	0	0	0	0	0	0.121
MMRF_1642_1_BM_CD138pos_pair	0.002	1	0.084	0.036	1	1	0.034	0.037	0.995	0.921	1	0	1	1	0.034	1	0	1	1	0.066	0	0.021	0	0.069	0.044	0.031	0	1	0.01	0.007	0.061	0.114	1	1	1	0.974	0.017	0.037	0.058	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881	0	0	0	0	0	0	0	0.003	0	0.014	0	0	0.003	0	0.045	0	0	0.02	0.013	0	0	0	0	0	0	0	0	0
MMRF_1643_1_BM_CD138pos_pair	0.01	0.009	0	0.001	0	0	0	0	1	1	0.016	0.025	1	1	0	0.023	1	0.993	0.952	0.002	1	1	0.938	0.038	0.038	0	0.046	1	0	0.026	0	0	0	0	1	1	0.026	0	0.013	0	0	0	0	0	0.004	0	0.018	0.007	0.002	0.002	0	0	0	0	0	0	0.858	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.005	0	0.129	0.148	0.005	0.005	0	0	0	0.02	0	0.022
MMRF_1644_1_BM_CD138pos_pair	0.057	0.859	0.022	0.025	0.01	0.01	0.026	0.026	0.923	0.64	0.049	0.05	0	0	0	0.032	0.032	1	0.87	0.732	0.828	0	0	0.077	0.077	0	0.085	0.961	0	0	0	0	0.009	0.009	0.771	0.816	0.143	0.143	0.998	0.037	0.023	0.978	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.034	0.983	0	0	0	0	0	0.001	0.048	0	0	0.95	0	0	0	0.025	0.03	0.805	0.092	0	0	0	0	0	0	0	0
MMRF_1645_1_BM_CD138pos_pair	0.029	0.03	0.007	0.002	0	0	0.018	0.002	0	0	0.018	0.02	0	0	0.014	0.013	0.013	1	1	0	0.001	0	0.952	0.025	0.031	0.036	0.007	0	0.003	0	0	0	0	0	0	0	0.011	0.007	0	0.021	0	0	0.984	0	0	0	0.009	0.027	0	0	0.003	0.003	0	0	0.02	0.025	0	0	0	0	0	0.002	0.031	0	0	0	0	0	0	0.022	0	0.002	0.045	0.044	0.004	0.004	0.033	0.033	0	0	0.01	0
MMRF_1646_1_BM_CD138pos_pair	0.017	0	0.001	0.001	0.961	0.892	0	0	0.97	0.97	0.015	0	0.889	0.872	0.018	0.015	0.015	0.87	0	0	0	0.828	0.825	0.019	0.019	0	0.034	0.879	0	0.091	0	0	0.006	0.006	1	1	0.01	0	0.003	0.003	0	0	0	0.006	0	0	0	0	0.004	0.006	0	0	0	0.972	0	0	0	0	0	0.097	0.001	0.004	0	0	0	0	0.704	0	0	0	1	1	0.089	0.109	0	0	0	0	0	0.008	0	0
MMRF_1647_1_BM_CD138pos_pair	0	0	0.03	0.035	0.029	0.029	0.038	0.055	0.039	0.039	0.039	0.039	0.026	0.04	0.028	0	0	0.001	0.001	0.017	0.017	0.024	0	0.06	0.055	0	0.029	0.019	0	0	0.01	0.004	0.026	0.025	0	0	0.046	0.039	0.044	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0.006	0	0	0.437	0	0	0	0.012	0.042	0.026	0	0	0	0.006	0.001	0	0	0	0
MMRF_1648_1_BM_CD138pos_pair	0	0.782	1	1	1	0.966	0.061	0.062	1	1	1	1	0.938	0.938	0	0	0	0.936	1	0	0	1	1	0.007	0.007	0.105	0.106	1	0	0.008	0	0	1	1	1	1	0	0	1	0.02	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0.043	0	0	0.02	0.027	0	0	0	0	0	0	0	0	0.047	0	0.165	0.184	0	0	0	0	0.007	0.03	0	0
MMRF_1650_1_BM_CD138pos_pair	0.006	0.009	0.005	0.002	0.001	0.008	0.008	0	0.004	0.01	0.004	0.004	0.001	0.001	0.009	0	0	0.07	0.011	0.002	0.002	0.008	1	0	0	0	0	0.017	0.015	0	0.007	0.007	0	0	0.014	0.005	0.012	0.012	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.016	0.333	0.032	0	0	0	0	0.024	0	0	0.003	0.003	0	0	0	0	0	0
MMRF_1651_1_BM_CD138pos_pair	0.044	0	0.005	0.011	0	0	0.009	0.009	1	1	1	0.97	0.94	0.942	0.021	0.009	0.051	0.828	0.502	1	1	0	0	1	1	0	0.062	0.926	0	0	0.819	0	0	0	0.864	0.864	0.042	0.042	1	0	0	0.978	0	1	0	0	0.002	0.008	0	0	0	0	0	0	0	0	0	0.989	0	0	0	0	0.023	0.016	0	0	0.939	0	0	0	0.007	0.001	0	0.077	0.011	0.011	0	0	0	0	0	0.979
MMRF_1652_1_BM_CD138pos_pair	0	0.007	0	0	0.177	0.119	0	0	1	1	0	0	0.971	0.957	0	0.02	0.02	0.884	0.862	0	0	0.093	0.091	0.01	0.013	0.043	0.019	1	0	0.021	0	0	0	0	0.892	0.871	0.002	0.003	1	0.022	0.017	0.017	0.076	0	0.009	0.014	0	0	0.025	0.021	0	0	0.014	0.024	0	0	0.858	0.001	0	0	0.019	0.018	0	0	0	0	0	0	0	0	0.032	0	1	0.112	0.002	0.028	0	0	0	0	0	0
MMRF_1654_1_BM_CD138pos_pair	0.001	0.001	0.008	0.008	0.005	0.005	0.001	0.022	1	1	1	1	0.011	0.011	0.01	0.006	0.006	1	1	0	0	0	0	0.007	0.007	0	0	0.008	0	0	0	0	0.004	0.004	1	1	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0.096	0.002	0.006	0	0	1	0	1	0	0.03	0.019	0.018	0.014	0	0	0	0	0.012	0.023	0	0.031
MMRF_1655_1_BM_CD138pos_pair	0.018	0	0	0	0.753	0.738	0	0	0	0	0.013	0	0.773	0.748	0	0.772	0.772	0.723	0.723	0	0	0.744	0.755	0.025	0.025	0	0.02	0.759	0	0	0.724	0.679	0	0	0.65	0.673	0.016	0.016	0	0	0.01	0	0	0	0.004	0.015	0	0	0.007	0.012	0.006	0.004	0	0.901	0	0	0.905	0.919	0	0	0.01	0.935	0	0	0	0	0.872	0	0	0	0.022	0.907	0	0	0.009	0.004	0	0	0	0	0.018	0.025
MMRF_1656_1_BM_CD138pos_pair	0	1	0	0	0	0	0	0	0.976	1	0.027	0.058	0	0	0.012	0.03	0.03	0.914	0.891	0	0	0.829	0.847	0	0	0.052	0.045	0.874	0.318	0	0	0	0.998	0.998	0.848	0.848	0	0	0	0	1	0.956	0.965	0	0.008	0.004	0.052	0.052	0.004	1	0	0	0	0	0.088	0.089	0	0	0	0	0.02	0	0	0	0.011	1	0	0	0	0	0	0	0.058	0.106	0	0	0	0	0.013	0.035	0.036	0.084
MMRF_1659_1_BM_CD138pos_pair	0	0.803	0.928	0.046	0.953	0.888	0	0	0.973	0.948	1	0.504	0.187	0.273	0.108	0.076	0.799	0.862	0.82	0	0	1	0.979	0.017	0.017	0.053	0.807	1	0	0.019	0	0	1	1	1	1	0.16	0.151	0	0.022	0.032	0.011	0.018	0	0	0	0	0	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0.026	0.047	0	0	0	0	0	0	0	0	0.027	0.011	0.139	0.123	0	0	0	0	0	0	0.03	0
MMRF_1664_1_BM_CD138pos_pair	0	0	0.025	0.014	0.01	0	0.005	0.002	0.011	0.009	0.022	0.029	0	0	0.023	0.02	0.02	0.003	0	0.017	0.017	0	0	0	0	0	0.035	0	0.017	0	0	0	0.006	0.006	0	0	0	0.071	0.007	0	0	0.798	0.804	0.016	0	0	0	0.006	0	0	0	0	0	0	0.009	0.003	0	0	0	0.063	0	0	0	0.022	0.979	0.212	0.944	0	0	0.014	0	0.007	0	0.035	0	0	0.014	0.034	0.958	0	0	0.948
MMRF_1665_1_BM_CD138pos_pair	0.002	0	0	0	0.495	0.885	0	0	1	1	0.014	0	0.872	0.874	0	0.173	0.173	0.832	0.829	0	0	0.868	1	0.031	0.031	0.029	0.035	1	0.042	0.065	0	0	0	0	0.83	0.86	0.008	0.008	0.97	0.019	0	0	0	0.004	0.003	0.003	0	0	0.054	0.054	0	0	0	0.988	0	0	0.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.119	0.011	0.011	0	0	0	0	0	0
MMRF_1667_1_BM_CD138pos_pair	0.014	0.014	0	0	0	0	0	0	1	1	0.013	0	1	1	0.016	1	0.018	1	1	0	0.009	0	0	0.027	0.027	0.042	0.041	1	0	0.002	0	0	0	0	0.987	0.987	0	0.548	0	0.011	0	0	0	0	0	0	0.011	0.01	0.014	0.009	0	0	0	1	0	0	0	0	0	0	0.002	0	0.068	0.033	0	0	0	0	0	0	0.005	0	0.078	0.2	0.008	0.008	0	0	0.345	0	0.005	0
MMRF_1668_1_BM_CD138pos_pair	0	0.57	0	0	0.132	0	0	0	0	0	0	0	0	0	0	0.007	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.227	0.227	0	0.497	0.495	0	0.511	0.526	0.481	1	0.497	0.489	1	0.522	0.517	0.59	0.418	0.45	0.513	0.513	0.246	0.513	0.001	0.677	0.698	0.68	0.618	0.618	0.511	0.521	0	0.691	0.534	0.485	0.321	0.548	0.554	0.489	0.472	0.507	0.711
MMRF_1671_1_BM_CD138pos_pair	0.027	1	0	0	0.014	0.015	0.188	0.179	0	0	0	0	0	0	0	0	0	0.039	0.003	0.035	0	0.012	1	0.005	0.015	0.01	0.076	0.021	0.035	0.026	0.015	0.028	0	0	0	0	0	0	0	0.029	0	0	0	0	0.016	0.015	0	0	0	0	0.005	0.008	0.003	0.002	0.011	0.007	0.002	0.006	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0.011	0.002	0	0.001	0	0.033	0
MMRF_1672_1_BM_CD138pos_pair	0	0	0.952	0.953	0.929	0.87	0	0	0.949	0.949	0	0	0.867	0.855	0.007	0.026	0.026	0.822	0.822	0	0	0.817	0.836	0.01	0.012	0.039	0	0.869	0	0.051	0	0	0	0	0.83	0.868	0	0.96	1	0	0	0.004	0.004	0.023	0	0	0	0	0.032	0.032	0	0	0.004	0.004	0	0	0	0	0	0	0.02	0.006	0	0	0	0	0	0.835	0.835	0	0.019	0	0.002	0.112	0.028	0.037	0	0	0.4	0	0	0.004
MMRF_1674_1_BM_CD138pos_pair	0.033	0.834	0.003	0.009	0	0	0.006	0.014	0.009	0.009	0.015	0	0	0	0	1	1	0.007	0	0.004	0.007	0	0	0.034	0.034	0	0.049	0.956	0	0.012	0	0	0.01	0.01	0	0	0.05	0.025	0	0.042	0	0	0	0	0	0	0.016	0.007	0	0	0	0	0	0.973	0.016	0.012	0.978	0	0	0.039	0	0.003	0.008	0.016	0	0	0.949	0	0	0	0	0	0.034	0.049	0	0	0.059	0.057	0	0	0.005	0
MMRF_1676_1_BM_CD138pos_pair	0	0	0	0	0.924	0.705	0	0	0.947	0.95	0.654	0.015	0.702	0.827	0	0.97	1	1	1	0	0	0.793	0.796	0.022	0.022	0.036	0.018	1	0	0	0	0	0	0	0.81	0.803	0.003	0	1	0.035	0	0	0	0.003	0.019	0.022	0	0	0.04	0.032	0	0	0	0	0	0	0.984	0	0	0	0.015	0.019	0	0	0	0	0	0	0	0	0.004	0.257	0.137	0.139	0.001	0.039	0	0	0	0.01	0	0
MMRF_1677_1_BM_CD138pos_pair	0	0	0.007	0	0	0	0	0	0	0	0.006	0.005	0	0	0.004	0	0	0.038	0	0	0	0	1	0.003	0.036	0.001	0	0.006	0.024	0	0.002	0	0	0.011	0.038	0	0	0	0.006	0.046	0	0	1	0.01	0	0.004	0.015	0.023	0.006	0.003	0.004	0.008	0	0	1	0.01	0	0.003	0	0.005	0.014	0.008	0.021	0	0	0	0	0	0	0	0	0	0	0.029	0.006	0	0	0.011	0.016	0.015	0	0
MMRF_1678_1_BM_CD138pos_pair	0	1	0.036	0.036	1	1	0	0	1	1	1	0.025	0.023	0.023	0	0	0	1	1	0	0	0.001	0	0.004	0.004	0	0	0.011	0.007	0	0.005	0.001	0.01	0	1	1	0	0.004	0.003	0.005	0.003	0.003	0.003	0	0	0	0	0	0.006	0.006	0	0	0	0	0	0	0.001	0.001	0	0	0.002	0.005	0	0.002	0	0	0.054	1	1	0	0	0.624	0	0	0	0.005	0	0	1	0	0	0
MMRF_1680_1_BM_CD138pos_pair	0	0.789	0.005	0	0	0	0	0.023	0.012	0.012	0.009	0	0	0	0	0.095	0.095	0	0	0	0	0.209	0	0.038	0.038	0	0	0	0	0.091	0	0	0.005	0.005	0	0	0	0.063	0	0.037	0.064	0.064	0.064	0	0	0.98	0.011	0.011	0.012	0	0	0	0	0.964	0.757	0.195	0.524	0	0.302	0.061	0.014	0	0	0.089	0	0	0.914	0.852	1	0.02	0.048	0.041	0.089	0.081	0	0	0.114	0.078	0.655	0	0.006	0
MMRF_1682_1_BM_CD138pos_pair	0.001	0.051	0.086	0.059	1	1	0.017	0.015	1	1	1	1	1	1	0.034	0	0	1	1	0.035	0.04	0.04	0	0.044	0.055	0.015	0	0.03	0.032	0.032	0.068	0.068	1	1	1	1	0	0.094	0.027	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0
MMRF_1683_1_BM_CD138pos_pair	0.014	1	0	0	0	0	0	0	0	0	0	0.002	0	0.153	0	0.021	0.021	0.042	0	0	0	0.031	0.013	0.016	0.023	0	0.049	0	0	0	0	0	0	0	0	0	0.028	0.028	0	0	0	0	0	0	0.012	0.006	0.008	0.007	0.034	0	0.004	0.003	0.012	0	0.013	0	0.254	0	0	0.042	0.017	0	0	1	0	0	0.943	0	0	0.026	0.03	0.017	0.001	0.029	0.006	0.006	0.052	0.052	0	0	0.053	0.622
MMRF_1686_1_BM_CD138pos_pair	0.004	0.014	0	0.008	1	1	0	0	1	1	0.004	0.004	1	1	1	1	1	1	1	1	1	1	1	0.015	0.009	0	0	1	0.003	0.002	0.001	0.03	0.028	0	0.997	0.997	0.01	0.005	1	0	0	0	0	0	0	0	0	0	0.01	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.006
MMRF_1687_1_BM_CD138pos_pair	0.007	0.007	0.026	0.03	0.013	0.013	0	0	0.036	0.033	0.056	0.056	0	0	0	0	0	0.592	0.747	0.036	0.036	0.006	0	0.076	0.076	0	0	0	0.001	0	0	0	0.035	0.035	0	0	0	0	0.122	0.013	0	0	0	0	0	0	0	0	0.051	0.051	0	0	0	0	0.011	0.011	0.378	0.378	0	0	0	0	0	0.01	0	0	0.98	0.891	0.891	0.015	0	0.048	0.048	0.034	0	0	0.054	0.057	0.949	0.962	0	0
MMRF_1690_1_BM_CD138pos_pair	0	0.071	0.743	1	0.929	1	0.314	0.524	1	1	0	0	1	1	0	0.001	0.001	0.554	1	0.004	0	1	1	0	0	0	0	1	0	0	0.306	0.798	0.015	0.002	1	1	0.108	1	0	0	0.004	0.004	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0.004	0	0	1	0	0.007	0	0	0	0.006	0.048	0	0	0	0	0	0	0	0	0.003	0.004
MMRF_1694_1_BM_CD138pos_pair	0	0	0.016	0.015	0	0	0	0.017	0.02	0	0.027	0.025	0	0	0.036	0.038	0.038	0.014	0	0.021	0.021	0	0	0	0	0	0	0	0.019	0	0	0	0.01	0.01	0	0	0.088	0.058	0	0	0	0.96	0.96	0.066	0	0	0.004	0.008	0.011	0	0	0.008	0	0	0.019	0.019	0	0	0	0.099	0	0	0.002	0.014	0.955	0.955	0.911	0.855	0.855	0.021	0	0.147	0.031	0.033	0	0	0.052	0.052	0	0	0.003	0.943
MMRF_1695_1_BM_CD138pos_pair	0.005	0.082	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002	0.002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
MMRF_1698_1_BM_CD138pos_pair	0	0.013	0	0.01	1	1	0	0.008	0.003	0.014	0.03	0.013	0.013	0.013	0.002	1	0	0.013	0	0.017	0.005	1	1	0.011	0.01	0.012	0.011	1	0.002	0	0	0.015	0.044	0.018	1	1	0.014	0	1	0	0.007	0.007	0.007	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	0	0.007	0	0	0	0	0	0.001	0.013	0	0	0.02	0.013	0	0	0	0	0	0	0.004	0	0.005
MMRF_1700_1_BM_CD138pos_pair	0	0	0	0	0.961	0.524	0	0.02	1	1	0.029	0.029	0	0	0.027	0.031	0.031	0	0.776	0	0	0.849	0.853	0	0	0	0.05	1	0	0.008	0	0	0.004	1	0.738	0.773	0.07	0	0	0	0.986	0.97	0.002	0.006	1	1	0	0	0.001	0	0	0	0	0	0.061	0.061	0	0	0.034	0	0.008	0.001	0	0	0.404	0.878	0.807	0	0	0	0.029	0	0.087	0.16	0	0	0	0	0	0.006	0.021	0.004
MMRF_1705_1_BM_CD138pos_pair	0	0	0.012	0.014	0.015	0.015	0.015	0.015	0.011	0.01	0.011	0.012	0.003	0.016	0.011	0.004	0.004	0.022	0.003	0.002	0.002	0.012	0.005	0.006	0.006	0.001	0	0.004	0	0	0	0	0.007	0.007	1	1	0	0	1	0	0.055	0.055	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0.001	1	1	0	0.02	0.029	0.03	0.015	0	0	0	0	0.002	0.002	0	0.034
MMRF_1706_1_BM_CD138pos_pair	0.104	0.104	0	0	1	1	0.026	0.032	0.976	0.976	1	0.889	0	0	0	0	0	1	1	0	0	0.076	0.09	0	0	0	0.02	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.018	0.05	0	0	0	0	0	0	0	0	0.065	0.065	0.031	0.019	0	0	0.018	0.004	0	0	0.008	0.008	0	0	0	0	0.034	0.02	0.058	0.072	0.043	0.043	0	0	0.01	0.01	0.585	0.002
MMRF_1710_1_BM_CD138pos_pair	0.01	0.01	0.006	0	0	0	0	0	0	0	0	0.016	0	0	0.02	0.023	0.023	0.023	0.799	0	0	0	0	0.038	0.038	0	0	0	0	0	0	0	0	0	0	0	0.039	0.025	0	0.01	0	0	0	0.018	0	0.001	0.011	0.009	0.004	0.002	0	0	0.002	0	0.027	0.02	0	0	0	0	0.004	0	0.024	0.018	0	0	0.84	0.752	0.754	0.037	0.046	0.042	0.881	0.079	0.003	0.003	0.063	0.06	0	0	0.009	0
